build_id,car_id,make,model,variant,year,mods_applied,mod_description,result_hp,result_torque,result_0_100,result_top_speed,result_quarter_mile,measurement_type,source_type,source_url,confidence
BUILD_DAAF036B,CAR_A72772C7,Subaru,Wrx,25 wrx sti type uk 4d,2014.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,333.7,495.3,4.64,,,synthetic,synthetic,synthetic,0.4
BUILD_954910B1,CAR_A72772C7,Subaru,Wrx,25 wrx sti type uk 4d,2014.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,376.3,546.1,4.32,,,synthetic,synthetic,synthetic,0.4
BUILD_BE1431E9,CAR_A72772C7,Subaru,Wrx,25 wrx sti type uk 4d,2014.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,446.0,657.3,3.9,,,synthetic,synthetic,synthetic,0.4
BUILD_E189D094,CAR_73ED33AE,Seat,Leon,10 etsi fr dsg 5d,2020.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,130.1,245.7,9.21,,,synthetic,synthetic,synthetic,0.4
BUILD_F66354DC,CAR_73ED33AE,Seat,Leon,10 etsi fr dsg 5d,2020.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,147.6,273.5,8.54,,,synthetic,synthetic,synthetic,0.4
BUILD_3529384F,CAR_73ED33AE,Seat,Leon,10 etsi fr dsg 5d,2020.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,165.1,327.4,7.98,,,synthetic,synthetic,synthetic,0.4
BUILD_BB5E9DCA,CAR_53930883,Audi,A3,s3 tfsi black ed quattro 4dr s tronic [tech pro],2020.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,351.5,506.5,4.22,,,synthetic,synthetic,synthetic,0.4
BUILD_4D9C55CC,CAR_53930883,Audi,A3,s3 tfsi black ed quattro 4dr s tronic [tech pro],2020.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,387.7,570.8,3.98,,,synthetic,synthetic,synthetic,0.4
BUILD_FBC21632,CAR_53930883,Audi,A3,s3 tfsi black ed quattro 4dr s tronic [tech pro],2020.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,458.8,655.6,3.6,,,synthetic,synthetic,synthetic,0.4
BUILD_9E11A9D8,CAR_D6E6EBFD,Skoda,Octavia,18 tsi scout 4x4 (09) 5d,2007.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,185.7,317.3,7.32,,,synthetic,synthetic,synthetic,0.4
BUILD_1515B905,CAR_D6E6EBFD,Skoda,Octavia,18 tsi scout 4x4 (09) 5d,2007.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,200.5,346.3,6.99,,,synthetic,synthetic,synthetic,0.4
BUILD_BDC3B8ED,CAR_D6E6EBFD,Skoda,Octavia,18 tsi scout 4x4 (09) 5d,2007.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,250.7,400.6,6.12,,,synthetic,synthetic,synthetic,0.4
BUILD_BC4DC053,CAR_5AA56957,Volkswagen,Beetle Dune,12 tsi bmt 105ps 2d,2016.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,122.9,216.9,10.52,,,synthetic,synthetic,synthetic,0.4
BUILD_8EB37BC6,CAR_5AA56957,Volkswagen,Beetle Dune,12 tsi bmt 105ps 2d,2016.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,135.5,243.7,9.92,,,synthetic,synthetic,synthetic,0.4
BUILD_3CA1CE59,CAR_5AA56957,Volkswagen,Beetle Dune,12 tsi bmt 105ps 2d,2016.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,160.5,287.0,8.97,,,synthetic,synthetic,synthetic,0.4
BUILD_0708497F,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,105.5,209.7,9.83,,,synthetic,synthetic,synthetic,0.4
BUILD_33401C50,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,126.9,248.3,8.8,,,synthetic,synthetic,synthetic,0.4
BUILD_0E02DCCE,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,143.7,282.1,8.16,,,synthetic,synthetic,synthetic,0.4
BUILD_348C66FD,CAR_04964722,Volkswagen,Caddy Maxi,15 tsi 116 5dr,2021.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,132.0,261.5,10.99,,,synthetic,synthetic,synthetic,0.4
BUILD_F4819D01,CAR_04964722,Volkswagen,Caddy Maxi,15 tsi 116 5dr,2021.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,150.1,300.4,10.17,,,synthetic,synthetic,synthetic,0.4
BUILD_BF0F021C,CAR_04964722,Volkswagen,Caddy Maxi,15 tsi 116 5dr,2021.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,177.7,342.7,9.19,,,synthetic,synthetic,synthetic,0.4
BUILD_2E6E437A,CAR_31D3B274,Honda,Civic,20 vtec turbo type r 5dr,2023.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,397.7,532.8,4.6,,,synthetic,synthetic,synthetic,0.4
BUILD_31C1281B,CAR_31D3B274,Honda,Civic,20 vtec turbo type r 5dr,2023.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,434.1,581.1,4.36,,,synthetic,synthetic,synthetic,0.4
BUILD_24C155E3,CAR_31D3B274,Honda,Civic,20 vtec turbo type r 5dr,2023.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,496.0,685.2,4.03,,,synthetic,synthetic,synthetic,0.4
BUILD_20EB13A1,CAR_F78CF5E6,Ford,S Max,15 ecoboost titanium (x pack) 5d,2015.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,188.2,284.7,8.61,,,synthetic,synthetic,synthetic,0.4
BUILD_6748C756,CAR_F78CF5E6,Ford,S Max,15 ecoboost titanium (x pack) 5d,2015.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,213.7,338.9,7.98,,,synthetic,synthetic,synthetic,0.4
BUILD_2506FBED,CAR_F78CF5E6,Ford,S Max,15 ecoboost titanium (x pack) 5d,2015.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,250.4,389.4,7.25,,,synthetic,synthetic,synthetic,0.4
BUILD_B1886A38,CAR_6319FBA0,Ford,Fiesta,16 ecoboost st 3d,2012.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,213.3,290.8,6.03,,,synthetic,synthetic,synthetic,0.4
BUILD_0D8927A5,CAR_6319FBA0,Ford,Fiesta,16 ecoboost st 3d,2012.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,244.0,340.0,5.56,,,synthetic,synthetic,synthetic,0.4
BUILD_F29275D1,CAR_6319FBA0,Ford,Fiesta,16 ecoboost st 3d,2012.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,269.3,372.6,5.24,,,synthetic,synthetic,synthetic,0.4
BUILD_B37FA726,CAR_03459E71,Skoda,Superb,14 tsi s (0713 ) 5d,2008.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,143.6,250.2,9.3,,,synthetic,synthetic,synthetic,0.4
BUILD_02E0D04B,CAR_03459E71,Skoda,Superb,14 tsi s (0713 ) 5d,2008.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,168.4,269.0,8.45,,,synthetic,synthetic,synthetic,0.4
BUILD_A527C728,CAR_03459E71,Skoda,Superb,14 tsi s (0713 ) 5d,2008.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,191.8,317.6,7.81,,,synthetic,synthetic,synthetic,0.4
BUILD_0651ABFA,CAR_ECB5FAFF,Audi,Tt,25t fsi tt rs plus quattro coupe 2d,2009.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,434.4,583.2,3.71,,,synthetic,synthetic,synthetic,0.4
BUILD_84C1D092,CAR_ECB5FAFF,Audi,Tt,25t fsi tt rs plus quattro coupe 2d,2009.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,479.3,640.2,3.5,,,synthetic,synthetic,synthetic,0.4
BUILD_5EABDF8C,CAR_ECB5FAFF,Audi,Tt,25t fsi tt rs plus quattro coupe 2d,2009.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,545.7,733.5,3.24,,,synthetic,synthetic,synthetic,0.4
BUILD_41055910,CAR_3138D4CA,Ford,Fiesta,1 (navigation) 10t ecoboost 100ps 5d,2018.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,111.3,213.6,9.54,,,synthetic,synthetic,synthetic,0.4
BUILD_8EAE7835,CAR_3138D4CA,Ford,Fiesta,1 (navigation) 10t ecoboost 100ps 5d,2018.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,132.4,243.1,8.6,,,synthetic,synthetic,synthetic,0.4
BUILD_08B4B3CD,CAR_3138D4CA,Ford,Fiesta,1 (navigation) 10t ecoboost 100ps 5d,2018.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,156.8,272.9,7.77,,,synthetic,synthetic,synthetic,0.4
BUILD_48B509A8,CAR_4462A91A,Volkswagen,Caddy Maxi Life,10 tsi maxi life c20 5d,2015.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,120.7,221.3,10.81,,,synthetic,synthetic,synthetic,0.4
BUILD_95168AF7,CAR_4462A91A,Volkswagen,Caddy Maxi Life,10 tsi maxi life c20 5d,2015.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,135.5,237.1,10.08,,,synthetic,synthetic,synthetic,0.4
BUILD_648F4BDC,CAR_4462A91A,Volkswagen,Caddy Maxi Life,10 tsi maxi life c20 5d,2015.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,154.5,273.5,9.32,,,synthetic,synthetic,synthetic,0.4
BUILD_3B31E300,CAR_722C6215,Volkswagen,Eos,14 s tsi 2d,2006.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,147.0,246.1,9.38,,,synthetic,synthetic,synthetic,0.4
BUILD_6CA4C688,CAR_722C6215,Volkswagen,Eos,14 s tsi 2d,2006.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,155.1,279.4,9.09,,,synthetic,synthetic,synthetic,0.4
BUILD_D02483F9,CAR_722C6215,Volkswagen,Eos,14 s tsi 2d,2006.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,187.4,317.2,8.11,,,synthetic,synthetic,synthetic,0.4
BUILD_F238ED5D,CAR_03A0CC4F,Audi,Q3,15 tfsi edition 1 5dr s tronic,2025.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,167.8,309.3,8.41,,,synthetic,synthetic,synthetic,0.4
BUILD_6540C027,CAR_03A0CC4F,Audi,Q3,15 tfsi edition 1 5dr s tronic,2025.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,194.3,351.8,7.7,,,synthetic,synthetic,synthetic,0.4
BUILD_614DD0AC,CAR_03A0CC4F,Audi,Q3,15 tfsi edition 1 5dr s tronic,2025.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,228.1,408.8,6.99,,,synthetic,synthetic,synthetic,0.4
BUILD_0DA1141C,CAR_0A783ACB,Audi,A7,40t fsi v8 bi turbo rs7 quattro 5d tip auto,2013.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,654.2,858.3,3.43,,,synthetic,synthetic,synthetic,0.4
BUILD_214CB477,CAR_0A783ACB,Audi,A7,40t fsi v8 bi turbo rs7 quattro 5d tip auto,2013.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,749.4,959.2,3.16,,,synthetic,synthetic,synthetic,0.4
BUILD_A3BF37EE,CAR_0A783ACB,Audi,A7,40t fsi v8 bi turbo rs7 quattro 5d tip auto,2013.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,835.4,1087.0,2.96,,,synthetic,synthetic,synthetic,0.4
BUILD_B0F4F1A1,CAR_BFA5A427,Volkswagen,Golf,10 tsi life 5dr,2021.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,130.2,246.4,9.12,,,synthetic,synthetic,synthetic,0.4
BUILD_5901B449,CAR_BFA5A427,Volkswagen,Golf,10 tsi life 5dr,2021.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,144.8,270.3,8.55,,,synthetic,synthetic,synthetic,0.4
BUILD_B102CFA1,CAR_BFA5A427,Volkswagen,Golf,10 tsi life 5dr,2021.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,163.5,310.3,7.95,,,synthetic,synthetic,synthetic,0.4
BUILD_5448DA1E,CAR_1AA07D87,Peugeot,308,16 thp (250bhp) gti by peugeot sport 5d,2015.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,286.6,405.6,5.47,,,synthetic,synthetic,synthetic,0.4
BUILD_02725049,CAR_1AA07D87,Peugeot,308,16 thp (250bhp) gti by peugeot sport 5d,2015.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,322.1,453.3,5.1,,,synthetic,synthetic,synthetic,0.4
BUILD_DA816C77,CAR_1AA07D87,Peugeot,308,16 thp (250bhp) gti by peugeot sport 5d,2015.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,391.2,523.0,4.54,,,synthetic,synthetic,synthetic,0.4
BUILD_96FD5808,CAR_8AC2251F,Peugeot,207,16 16v gti thp (175bhp) 3d,2007.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,203.2,324.6,6.24,,,synthetic,synthetic,synthetic,0.4
BUILD_BFFEA779,CAR_8AC2251F,Peugeot,207,16 16v gti thp (175bhp) 3d,2007.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,225.3,362.0,5.87,,,synthetic,synthetic,synthetic,0.4
BUILD_C8D1A378,CAR_8AC2251F,Peugeot,207,16 16v gti thp (175bhp) 3d,2007.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,272.8,427.7,5.23,,,synthetic,synthetic,synthetic,0.4
BUILD_7FC4CC8C,CAR_0675C857,Seat,Alhambra,14 tsi s 5d,2010.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,168.3,315.7,8.85,,,synthetic,synthetic,synthetic,0.4
BUILD_F6284DE2,CAR_0675C857,Seat,Alhambra,14 tsi s 5d,2010.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,193.9,339.0,8.13,,,synthetic,synthetic,synthetic,0.4
BUILD_8A5FB95F,CAR_0675C857,Seat,Alhambra,14 tsi s 5d,2010.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,227.2,412.0,7.39,,,synthetic,synthetic,synthetic,0.4
BUILD_BD8C5B32,CAR_490B1650,Ford,Ecosport,10 ecoboost (140bhp) titanium s 5d,2014.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,162.7,216.5,10.33,,,synthetic,synthetic,synthetic,0.4
BUILD_69A41551,CAR_490B1650,Ford,Ecosport,10 ecoboost (140bhp) titanium s 5d,2014.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,184.0,243.7,9.59,,,synthetic,synthetic,synthetic,0.4
BUILD_BDE892FB,CAR_490B1650,Ford,Ecosport,10 ecoboost (140bhp) titanium s 5d,2014.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,208.0,281.3,8.91,,,synthetic,synthetic,synthetic,0.4
BUILD_76DCE0FD,CAR_AEE114ED,Skoda,Octavia,12 tsi (110bhp) s 5d,2013.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,123.4,207.4,9.14,,,synthetic,synthetic,synthetic,0.4
BUILD_AF53FCCE,CAR_AEE114ED,Skoda,Octavia,12 tsi (110bhp) s 5d,2013.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,138.7,244.0,8.52,,,synthetic,synthetic,synthetic,0.4
BUILD_D5762052,CAR_AEE114ED,Skoda,Octavia,12 tsi (110bhp) s 5d,2013.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,164.0,277.3,7.71,,,synthetic,synthetic,synthetic,0.4
