build_id,car_id,make,model,variant,year,mods_applied,mod_description,result_hp,result_torque,result_0_100,result_top_speed,result_quarter_mile,measurement_type,source_type,source_url,result_torque_nm,confidence
BUILD_13C82E44,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_65ADDEBB,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_FD45A6BE,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_F9D0D1FD,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_2A612160,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_390A34F6,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_41EDF1B7,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_EEE60B38,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A1481FD4,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_EECA78B2,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_44F39FFC,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_F76C15E3,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_9D2CFAD8,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_C10D4966,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D34CA533,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_4D51C7B5,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B2DADB01,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_5A686F93,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1F4FC642,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_9A8BF1AF,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B805C6CA,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_D14573AB,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_97A6B397,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_96C59018,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8FFDE9CD,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_E72F64B1,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1F22CE9F,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_50F29FAF,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_FF573FB9,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_F667D273,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_CA9FC9ED,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_3EB9A66A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_F55D0BC4,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_41DD0CAE,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_0B74BCA2,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_35B81C65,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_CFDBF057,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_FE1DD696,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8055C60A,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_81E1599B,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_245CB0EC,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_2A9FC004,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D29CF47E,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_76346359,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_399D9676,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_607E7E44,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_58C84E62,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_13D42331,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_48BC2D72,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_85D4A676,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D29AB630,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_944D23BE,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_65584EBC,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_6FA40C3A,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_AF59E9D4,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_B9D3002E,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_40740283,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_7DC6D409,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1CDA4815,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_FB09745D,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D993E4F5,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_B843FA16,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_77C98A77,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_88699365,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DB578739,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_9498E10F,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A18FAB83,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_1899D629,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DEB783D2,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_BE71A7F3,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_2B7625DA,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_BA50C9E9,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_5C393535,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_92F3E809,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_07C3CD00,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_008CC234,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8C7D5A2D,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_694377EC,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_0739AD0E,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_C2BCBFA2,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_F81E915D,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_012976DF,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_87F2C879,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_882AF460,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_ACD8523E,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_0AE71E0C,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_9CE3BDE5,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_CFCFEBB7,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DBE74E1A,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_BC06D3C0,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_76D31C73,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_1412507A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4D034D66,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_E0397472,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_41D6A284,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_F10BF990,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B3460C35,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_71D2CD73,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_20D529A6,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_26B9E185,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_37F559B5,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_00334855,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B2BE4308,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_4D0B8001,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_661A4783,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_1BC7B17A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B2BEAFBB,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_EF998685,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8DD82AB8,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_E5CADD66,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_CC2A3D8A,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_509F371D,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8CA60CAA,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_CB0EBA00,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8D8FA4CB,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_F4FC9223,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_86D4B79B,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_770CAEEE,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_6B51D6A1,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_141CC56B,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C61795A1,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_A83C473C,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_7AE6A925,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_4A44595A,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_BC1CDB57,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_DBE3AF5D,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C9BD3382,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_E972CB56,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C753B7DB,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_83ABA8F7,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B2C025F3,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_D041BBF6,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_9AA398FC,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_7F34C8AD,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C279988C,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_D4B3B58A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_607E5405,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_960A8D65,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B7F0772D,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_FFDE90CE,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_3E7E910F,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_B1146A30,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1415136F,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_09D60BEB,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_CDDF61B2,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_09923179,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_3E802CD0,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_783278D0,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_2F71FF10,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_EFF2DD0E,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_F7D0440D,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_55161A8F,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_FE158A58,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_0A8441A7,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C88430CF,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_02E9D9CF,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_7E706A61,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_FDF3F7E3,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B163EF67,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_2A270467,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_30542F97,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_0A25D509,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_5565F7E9,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_385E0653,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_71FAECA3,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_A88ABE21,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1E64C439,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_D4F68D3A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_7499D5FA,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_1F26EF36,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_2535FC6E,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_A17DB9BC,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_60F17A4A,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_23194FCE,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D2D40E04,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_E69F8C08,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_73CFFE1E,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_E34E745D,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A9528C3E,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_E4EAEFF1,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_825E0A79,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_8AE3D938,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_9B259B23,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_D606EBAB,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1171FFAA,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_41360826,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A0121634,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_B086C637,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_09B88665,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_939128DB,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_5EC0689E,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_646707F2,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_6E51F489,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_DBF03A09,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_361A1BD8,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_1FF584CF,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C9E080FA,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_CB800906,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A50B0B20,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_15E35800,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_26C40032,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_AA5CE76B,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_2680659D,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_1BD50E27,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_52A5DBB1,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_192BEA99,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_2AA116E5,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_B1FA1A4B,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_077C81E1,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_39C32D71,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B4827A84,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_8BE560D2,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DCDCF26F,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_989F2425,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_59DA046B,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_932CB962,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_874C70FB,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_D79193ED,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_CE4A8CA7,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_AE1C079D,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_5D46ED36,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_C72BAAA4,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B1B26244,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_7101DF40,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_F9008414,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_AB8BF92F,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C4AF9400,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_DC0B3DB8,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B2850BF0,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_B9091AA7,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1FD995F6,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_865B73E3,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_15B01A0A,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_F0F15878,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1428FD8B,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_85CF12DB,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_0A8E9B1D,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_B586EBC4,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_2BD4D490,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_3DDA1974,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_6AE0A663,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_955FAB51,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_56DF3BBA,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_F2E59F44,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DD0E223A,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_92EAF773,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D7A1ADFD,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_CEE8FD9C,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D877D752,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_6065B6BC,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_CD99FE38,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_648CEEC7,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C28FFD91,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_E83833BE,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_285BBF69,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_90CAD56B,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_315ED763,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_B0CAD718,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B62BC11F,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_52962BB1,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DCD24BAA,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_8994EC87,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8919FB3B,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_48A5EDEE,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_41656623,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_C11F7795,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_564BD210,CAR_77821EF2,Skoda,Karoq,10 tsi 110 se 5dr,2017.0,MOD_342C61E5,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
